company,status,zip,reason,birth,death,jurisdiction,jurisdictionType,lat,lng
I. HANERFELD INC.,INACTIVE,10016,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,08/25/1922,03/25/1992,NEW YORK,domestic,40.74224239999999,-73.9806306
PERLBINDER REALTY CORPORATION,ACTIVE,10036,NA,08/28/1922,NA,NEW YORK,domestic,40.755358,-73.9810918
THE HEMMERDINGER CORPORATION,ACTIVE,10017,NA,08/28/1922,NA,NEW YORK,domestic,40.7556905,-73.97889459999999
ILLE ELECTRIC CORPORATION,INACTIVE,10016,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,08/30/1922,03/24/1993,NEW YORK,domestic,40.7514577,-73.980451
TORTON REAL ESTATE CORPORATION,ACTIVE,10029,NA,09/05/1922,NA,NEW YORK,domestic,40.7932043,-73.94345539999999
155-23RD STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,09/01/1922,NA,NEW YORK,domestic,40.752064,-73.886906
177-23RD STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,09/01/1922,NA,NEW YORK,domestic,40.7527924,-73.8801301
178-22ND STREET JACKSON HEIGHTS INC.,ACTIVE,11372-2640,NA,09/01/1922,NA,NEW YORK,domestic,40.752601,-73.88736899999999
169-23RD STREET JACKSON HEIGHTS INC.,ACTIVE,11372-2706,NA,09/01/1922,NA,NEW YORK,domestic,40.752446,-73.88697499999999
H.O. BOEHME INCORPORATED,INACTIVE,10010,DISSOLUTION,09/08/1922,08/07/1985,NEW YORK,domestic,40.7388319,-73.98153370000001
R. GSELL & CO. INC.,INACTIVE,10018,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,09/06/1922,06/23/1993,NEW YORK,domestic,40.75207700000001,-73.9872609
MILLROSE CORPORATION,INACTIVE,10022-2511,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,09/11/1922,01/25/2012,NEW YORK,domestic,40.7593941,-73.9697795
SOLDIERSSAILORSMARINES AND AIRMENS CLUB INC.,ACTIVE,10016-3540,NA,03/02/1922,NA,NEW YORK,domestic,40.7479584,-73.9783352
BORO PARK TOBACCO CO. INC.,ACTIVE,11213,NA,09/19/1922,NA,NEW YORK,domestic,40.66929469999999,-73.9261583
DU-ART FILM LABORATORIES INC.,ACTIVE,10005-2072,NA,09/21/1922,NA,NEW YORK,domestic,40.7077016,-74.0111536
TRIANGLE INK & COLOR CO. INC.,INACTIVE,10012,MERGED OUT,09/21/1922,05/18/1992,NEW YORK,domestic,40.72619050000001,-73.9964973
RAYNES REALTY CORPORATION,INACTIVE,10022,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,09/19/1922,06/23/1993,NEW YORK,domestic,40.7588336,-73.9751993
TEE-VAL PHARMACY INC.,INACTIVE,10023-4454,DISSOLUTION,09/23/1922,06/10/2013,NEW YORK,domestic,40.77610170000001,-73.9801351
FABER COE & GREGG INC.,INACTIVE,10023-7773,MERGED OUT,09/29/1922,05/03/1991,NEW YORK,domestic,42.7625113,-74.22798829999999
S. B. THOMAS INC.,INACTIVE,10019,MERGED OUT,10/03/1922,03/28/1997,NEW YORK,domestic,40.761923,-73.9843202
STARRETT CORPORATION,ACTIVE,10022,NA,10/04/1922,NA,NEW YORK,domestic,40.7604407,-73.9725508
QUEENSBOROUGH ELKS BUILDING CORPORATION,INACTIVE,11378,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,10/07/1922,07/25/2012,NEW YORK,domestic,40.7139826,-73.83059209999999
QUEENS TYPEWRITER AND STATIONERY CORP.,ACTIVE,11101,NA,10/09/1922,NA,NEW YORK,domestic,40.74128,-73.95639
COWAN-BOZE COMPANY INC.,INACTIVE,10007,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,10/10/1922,03/25/1992,NEW YORK,domestic,40.7151805,-74.0076031
DAUB W.H. & COMPANY INC.,ACTIVE,10005,NA,10/10/1922,NA,NEW YORK,domestic,40.7084004,-74.0095985
INTERNATIONAL HEATING AND AIR CONDITIONING CORPORATION,INACTIVE,10017,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,06/15/1898,10/28/2009,NEW YORK,domestic,40.755556,-73.974722
PLANNED PARENTHOOD FEDERATION OF AMERICA INC.,ACTIVE,10001,NA,04/22/1922,NA,NEW YORK,domestic,40.7531368,-73.9982831
LAKESIDE WOOLEN MILLS INC.,ACTIVE,10013,NA,10/17/1922,NA,NEW YORK,domestic,40.725139,-74.009006
THE WRITERS WORKSHOP INC.,ACTIVE,10103,NA,10/23/1922,NA,NEW YORK,domestic,40.7598323,-73.97633859999999
F+P ARCHITECTS NEW YORK INC.,ACTIVE,10036,NA,10/24/1922,NA,NEW YORK,domestic,40.7602619,-73.9932872
FOURTEEN OF RIDGEWOOD HOLDING CO. INC.,ACTIVE,11385,NA,10/27/1922,NA,NEW YORK,domestic,40.7051217,-73.9029764
KOBLEY & STERN INC.,INACTIVE,10036,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,10/27/1922,10/28/2009,NEW YORK,domestic,40.7553576,-73.981847
ASTORIA THEATRE CORPORATION,INACTIVE,10021,MERGED OUT,10/31/1922,10/27/1998,NEW YORK,domestic,40.7645223,-73.9702939
BEECHHURST COMMUNITY HOUSE INC.,ACTIVE,10036,NA,10/30/1922,NA,NEW YORK,domestic,40.7602619,-73.9932872
MIZZY INC.,INACTIVE,10021,MERGED OUT,11/03/1922,01/06/1989,NEW YORK,domestic,40.771671,-73.96593
THE ASSOCIATION OF JUNIOR LEAGUES INTERNATIONAL INC.,ACTIVE,10038,NA,05/29/1922,NA,NEW YORK,domestic,40.7071349,-74.00794429999999
AMERICAN CANCER SOCIETY INC.,ACTIVE,10011,NA,05/15/1922,NA,NEW YORK,domestic,40.7409573,-74.0021187
EASTERN ELECTRO CHEMICAL CO. INC.,ACTIVE,11221,NA,11/10/1922,NA,NEW YORK,domestic,40.69250299999999,-73.930441
BRIDGEPLAZA ELECTRICAL SUPPLY CO. INC.,INACTIVE,11101,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,11/13/1922,06/26/1996,NEW YORK,domestic,40.7475729,-73.9409
A. MESTEL STAIR BUILDING CORPORATION,INACTIVE,11221,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,11/10/1922,09/27/1995,NEW YORK,domestic,40.6949651,-73.9298501
580 PARK AVENUE INCORPORATED,ACTIVE,10065,NA,11/10/1922,NA,NEW YORK,domestic,40.76316509999999,-73.9678741
HALBERSTADT DEVANEY & SCHOENFELD INC.,ACTIVE,10001,NA,11/11/1922,NA,NEW YORK,domestic,40.7494059,-73.9868971
NEUMARK-TISCHLER INC.,ACTIVE,11219,NA,11/13/1922,NA,NEW YORK,domestic,40.63198260000001,-73.98553729999999
SISBRO REALTY CORPORATION,INACTIVE,10016,DISSOLUTION,11/16/1922,12/06/1984,NEW YORK,domestic,40.744262,-73.980948
ENVELOPE MANUFACTURERS CORPORATION,ACTIVE,10013,NA,11/15/1922,NA,NEW YORK,domestic,40.7170985,-74.001155
J. HARVEY MC COY INC.,ACTIVE,10031,NA,11/21/1922,NA,NEW YORK,domestic,40.826783,-73.94398199999999
PI KAPPA ALPHA CLUB OF NEW YORK CITY INC.,ACTIVE,10016,NA,11/21/1922,NA,NEW YORK,domestic,40.747775,-73.982534
DEFIANCE SALES CORPORATION,INACTIVE,10017,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,11/22/1922,12/29/1982,NEW YORK,domestic,40.7507385,-73.9768121
MELROSE HOLDING CORPORATION,INACTIVE,10457,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,11/22/1922,06/23/1993,NEW YORK,domestic,40.8470292,-73.8901431
ARTISTIC LAMP MFG. CO. INC.,INACTIVE,11212,DISSOLUTION,11/25/1922,04/05/1982,NEW YORK,domestic,40.6639181,-73.9154069
D. LIEDERMAN & SONS INC.,INACTIVE,11206,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,11/28/1922,12/30/1981,NEW YORK,domestic,40.7025912,-73.94517499999999
G. A. GEORGOPULO & CO. INC.,INACTIVE,10004,DISSOLUTION,11/27/1922,04/11/1995,NEW YORK,domestic,40.7044541,-74.0100116
WILLIAM RIEGER COMPANY INC.,ACTIVE,10001,NA,11/27/1922,NA,NEW YORK,domestic,40.7528262,-73.9969928
HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA INC.,ACTIVE,10019,NA,06/12/1922,NA,NEW YORK,domestic,40.7686973,-73.9918181
TIME INCORPORATED,INACTIVE,10020,MERGED OUT,11/28/1922,12/07/1983,NEW YORK,domestic,40.75892839999999,-73.9785586
LAMBERT & FEASLEY INC.,INACTIVE,10017,DISSOLUTION,12/06/1922,02/25/2005,NEW YORK,domestic,40.7519846,-73.9697795
JOHN W. AND LAURA S. STEWART FOUNDATION INC.,ACTIVE,10016,NA,07/19/1922,NA,NEW YORK,domestic,40.751239,-73.9807508
JOHANN MARIA FARINA INC.,INACTIVE,10005,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/05/1922,06/23/1993,NEW YORK,domestic,40.7057533,-74.00998369999999
AIR-FLOW LAUNDRY COMPANY INCORPORATED,ACTIVE,10451,NA,12/07/1922,NA,NEW YORK,domestic,40.8234715,-73.912326
ELLIOTT KNITTING MILLS INC.,ACTIVE,10032,NA,12/09/1922,NA,NEW YORK,domestic,40.8379428,-73.9365267
FIVE BOROUGHS MORTGAGE CO. INC.,ACTIVE,10001,NA,12/11/1922,NA,NEW YORK,domestic,40.7466691,-73.9887339
GRANTON BUILDING CO. (INC.),INACTIVE,10034,DISSOLUTION,12/12/1922,11/09/2010,NEW YORK,domestic,40.865041,-73.9221404
THE NAST CONDE PUBLICATIONS INC.,INACTIVE,10017,MERGED OUT,12/13/1922,09/30/1988,NEW YORK,domestic,40.7546492,-73.97832679999999
FORSYTHE PLUMBING & HEATING CORPORATION,ACTIVE,11356,NA,12/13/1922,NA,NEW YORK,domestic,40.7901266,-73.8477874
JUNE DEVELOPMENT CO. INC.,INACTIVE,10169,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/12/1922,03/24/1993,NEW YORK,domestic,40.7863635,-73.9564685
THE ECKARDT INVESTING COMPANY INC.,INACTIVE,10003,DISSOLUTION,12/13/1922,03/04/1997,NEW YORK,domestic,40.736892,-73.989367
YE OLDE DUTCH TAVERN INC.,INACTIVE,10128,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/13/1922,10/28/2009,NEW YORK,domestic,40.77963200000001,-73.95284199999999
A. W. ARCHER CO. INC.,INACTIVE,10028,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/14/1922,10/28/2009,NEW YORK,domestic,40.7771228,-73.9576478
GOING TO QUAIL INC.,INACTIVE,10038,DISSOLUTION,12/18/1922,09/07/1983,NEW YORK,domestic,40.7093884,-74.00774229999999
WOODWARD-HART REALTY CORP.,INACTIVE,10460,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/22/1922,12/29/1993,NEW YORK,domestic,40.8385561,-73.8883944
LINDER FINANCIAL SERVICE CORPORATION INCORPORATED,ACTIVE,11217,NA,12/26/1922,NA,NEW YORK,domestic,40.675547,-73.97753999999999
METROPOLITAN ROOFING SUPPLIES CO. INC.,INACTIVE,10451,MERGED OUT,12/26/1922,07/14/1993,NEW YORK,domestic,40.8173609,-73.9308234
SINCLAIR MILLS INC.,INACTIVE,10173,DISSOLUTION,12/26/1922,12/02/1986,NEW YORK,domestic,40.7536987,-73.9789417
E DILLINGHAM INC.,INACTIVE,10020,MERGED OUT,12/27/1922,01/27/1989,NEW YORK,domestic,40.7592574,-73.98173
WM. H. MCGEE & CO. INC.,ACTIVE,10011,NA,12/27/1922,NA,NEW YORK,domestic,40.7409573,-74.0021187
RUHMSHOTTEL REALTY CORPORATION,INACTIVE,11226,DISSOLUTION,12/27/1922,05/02/1984,NEW YORK,domestic,40.652459,-73.9595889
REEVES BROTHERS INC.,INACTIVE,10020,MERGED OUT,12/28/1922,04/04/1987,NEW YORK,domestic,40.7604382,-73.9807637
UKRANIAN LABOR HOME INC.,INACTIVE,10003-8981,DISSOLUTION,12/29/1922,03/25/1994,NEW YORK,domestic,40.726589,-73.9898
LOUIS BALDINGER & SONS INC.,INACTIVE,10022,DISSOLUTION,12/29/1922,08/22/2012,NEW YORK,domestic,40.7593941,-73.9697795
SILVER FINANCE CORP.,INACTIVE,11432,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/29/1922,09/29/1982,NEW YORK,domestic,40.7089039,-73.780458
IRWILL KNITWEAR CORP.,INACTIVE,10018,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/04/1923,06/23/1993,NEW YORK,domestic,40.755322,-73.9932872
ONYX BLOUSE CO. INC.,INACTIVE,10001,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/04/1923,10/28/2009,NEW YORK,domestic,40.7458755,-73.9886775
VANDERBILT CAFETERIA INC.,ACTIVE,11201,NA,01/08/1923,NA,NEW YORK,domestic,40.6949689,-73.98769589999999
MANSFIELD IRON WORKS INC.,INACTIVE,11219,DISSOLUTION,01/08/1923,11/18/1983,NEW YORK,domestic,40.643654,-73.99332199999999
THE BALPORT TRADING CORP.,ACTIVE,10032,NA,01/08/1923,NA,NEW YORK,domestic,40.8383463,-73.9459715
IGNITION LOCK COMPANY OF AMERICA INC.,ACTIVE,10004,NA,01/10/1923,NA,NEW YORK,domestic,40.7050921,-74.01080739999999
THE SAN COMPANY INC.,ACTIVE,10007,NA,01/10/1923,NA,NEW YORK,domestic,40.7120417,-74.0095194
ROB. MARTIN BILLIARD ACADEMY INC.,ACTIVE,10460,NA,01/10/1923,NA,NEW YORK,domestic,40.8339879,-73.89542279999999
WOLDON HOLDING CO. INC.,INACTIVE,10457,DISSOLUTION,01/10/1923,08/04/1989,NEW YORK,domestic,40.842703,-73.89256999999999
KAYE & EINSTEIN INC.,INACTIVE,10036,DISSOLUTION,01/11/1923,07/10/2013,NEW YORK,domestic,40.7602619,-73.9932872
THE NEW YORK CONNECTING RAIL ROAD COMPANY,INACTIVE,10167,MERGED OUT,04/21/1892,12/31/1981,NEW YORK,domestic,40.7547435,-73.9747178
WILLIAMSBRIDGE WOODLAWN AND WESTCHESTER RAIL ROAD COMPANY,ACTIVE,10005,NA,11/21/1891,NA,NEW YORK,domestic,40.70747859999999,-74.011214
THE STUYVESANT POLYCLINIC,INACTIVE,10003,MERGED OUT,04/03/1883,02/28/1991,NEW YORK,domestic,40.7289918,-73.9876548
THE COLLECTORS CLUB,ACTIVE,10016,NA,12/14/1896,NA,NEW YORK,domestic,40.7464958,-73.9779358
HEDURO CORPORATION,INACTIVE,11232,DISSOLUTION,12/08/1898,07/31/1984,NEW YORK,domestic,40.6649408,-73.99779579999999
TRI-MORE ATHLETIC CLUB INC.,ACTIVE,11211,NA,10/26/1922,NA,NEW YORK,domestic,40.7142989,-73.951408
SPRING HILL AGENCY INC.,INACTIVE,10002,DISSOLUTION,01/13/1923,07/03/2001,NEW YORK,domestic,40.7129103,-73.9862426
LOWPEL WEAVING CORPORATION,ACTIVE,10024,NA,01/12/1923,NA,NEW YORK,domestic,40.78867,-73.972702
THE CURTIS CO. INC.,INACTIVE,10011,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/13/1923,10/28/2009,NEW YORK,domestic,40.7407484,-73.99399389999999
GERHARD & HEY CO. INC.,INACTIVE,10005,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/16/1923,06/27/2001,NEW YORK,domestic,40.7054723,-74.00846779999999
ROSSINSKY REALTY CO. INC.,INACTIVE,11211,DISSOLUTION,01/20/1923,08/28/1997,NEW YORK,domestic,40.70731809999999,-73.9590217
CHARLES DOLL & TOY MANUFACTURING CORPORATION,ACTIVE,10002,NA,01/19/1923,NA,NEW YORK,domestic,40.7116123,-73.9938729
V. M. REALTY CO. INC.,INACTIVE,11226,DISSOLUTION,01/19/1923,01/26/1989,NEW YORK,domestic,40.642567,-73.952854
WINDSOR WAX COMPANY INC.,INACTIVE,10016,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/22/1923,12/28/1994,NEW YORK,domestic,40.745488,-73.985985
SINCLAIR & CARROLL CO. INC.,INACTIVE,10172,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/23/1923,12/23/1992,NEW YORK,domestic,40.7555122,-73.9748
EISENBERG & SETTEL INC.,ACTIVE,10018,NA,01/24/1923,NA,NEW YORK,domestic,40.7531751,-73.9931119
SIX EIGHTY-ONE OCEAN AVENUE INC.,ACTIVE,11218,NA,01/24/1923,NA,NEW YORK,domestic,40.642725,-73.972872
ARROW RELIANCE PHOTO-ENGRAVING CORP.,INACTIVE,10014,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/24/1923,06/23/1993,NEW YORK,domestic,40.7281648,-74.0051398
BROADWAY AND FORTY-THIRD STREET AMUSEMENT CORPORATION,ACTIVE,10036,NA,01/26/1923,NA,NEW YORK,domestic,40.7563496,-73.986227
MANUFACTURERS SHOOK SALES CORPORATION,INACTIVE,11421,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/27/1923,12/23/1992,NEW YORK,domestic,40.688033,-73.851058
SOLMUR REALTY CORPORATION,INACTIVE,10023,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/27/1923,06/23/1993,NEW YORK,domestic,40.76859839999999,-73.9822121
JAMES BENNAT & CO. INC.,ACTIVE,10005,NA,01/26/1923,NA,NEW YORK,domestic,40.7088711,-74.0107933
CORNER VIEW ASSOCIATION INC.,ACTIVE,10036,NA,01/31/1923,NA,NEW YORK,domestic,40.7619766,-73.9970548
THE CENTRAL SANITARIUM INC.,ACTIVE,10026,NA,01/30/1923,NA,NEW YORK,domestic,40.800075,-73.9549727
ELECTRIC SERVICE ENGINEERING CORPORATION,INACTIVE,10036,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/01/1923,12/24/1991,NEW YORK,domestic,40.7581154,-73.9819787
ARISTO IMPORT CO. INC.,ACTIVE,10038,NA,01/31/1923,NA,NEW YORK,domestic,40.70989489999999,-74.00900349999999
BUTTERFLY STEAM LAUNDRY INC.,ACTIVE,11204,NA,02/02/1923,NA,NEW YORK,domestic,40.6241653,-73.9886408
MARTIN BROTHERS INTERNATIONAL INC.,INACTIVE,10019,MERGED OUT,02/02/1923,12/30/1997,NEW YORK,domestic,40.761923,-73.9843202
UNIVERSAL METAL CHAIN CO. INC.,INACTIVE,10036,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/05/1923,12/23/1992,NEW YORK,domestic,40.7551528,-73.9848926
MICHAEL BERKOWITZ COMPANY INC.,INACTIVE,10010,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/05/1923,12/27/2000,NEW YORK,domestic,40.7425474,-73.9895032
NEW MUSEUM ART SHOP INC.,ACTIVE,10021,NA,02/03/1923,NA,NEW YORK,domestic,40.7769837,-73.9616113
DAVIDKAY CORPORATION,INACTIVE,10018,DISSOLUTION,02/05/1923,12/20/1985,NEW YORK,domestic,40.7546178,-73.98753599999999
THE BIG FOUR REALTY CORPORATION,INACTIVE,10019,DISSOLUTION,02/05/1923,03/19/1986,NEW YORK,domestic,40.7621989,-73.983277
ST. REGIS CORPORATION,INACTIVE,10017,MERGED OUT,02/04/1899,01/31/1985,NEW YORK,domestic,40.7536686,-73.97481599999999
THE QUARTER-CENTURY SOCIETY INC.,ACTIVE,10011,NA,01/08/1923,NA,NEW YORK,domestic,40.7409573,-74.0021187
FEDERATION OF PROTESTANT WELFARE AGENCIES INC.,ACTIVE,10010,NA,01/19/1923,NA,NEW YORK,domestic,40.73924,-73.986704
INTERNATIONAL RETINNING & REPAIRING CO. INC.,INACTIVE,10001,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/13/1923,03/31/1982,NEW YORK,domestic,40.7503804,-74.003922
REYNOLDS & IRVING INC.,ACTIVE,10013,NA,02/15/1923,NA,NEW YORK,domestic,40.71923049999999,-74.0103082
THE PARK OF EDGEWATER INC.,INACTIVE,10465,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/19/1923,06/23/1993,NEW YORK,domestic,40.83137199999999,-73.824564
ANTHONY ZANGHI INC.,INACTIVE,10022,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/21/1923,12/24/1991,NEW YORK,domestic,40.7605042,-73.9752771
GEORGE W. WARNER & COMPANY INC.,INACTIVE,10012,DISSOLUTION,02/21/1923,01/27/1987,NEW YORK,domestic,40.72320939999999,-73.9970567
THE DEWHAM COMPANY INC.,INACTIVE,11201,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/23/1923,09/28/1994,NEW YORK,domestic,40.6915674,-73.9876613
M. & G. SUPPLY CORP.,INACTIVE,11214,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/23/1923,12/30/1981,NEW YORK,domestic,40.6020714,-74.00563489999999
ROSEBEN KNITTING MILLS INC.,INACTIVE,11211,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/24/1923,09/25/1991,NEW YORK,domestic,40.7115374,-73.9432329
THOMAS DONGAN HOLDING CORPORATION,ACTIVE,11209,NA,02/27/1923,NA,NEW YORK,domestic,40.624694,-74.02497799999999
FELIX LILIENTHAL & CO. INC.,INACTIVE,10017,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/28/1923,05/03/2000,NEW YORK,domestic,40.7544224,-73.9759181
NOBLE MACHINERY CO. INC.,INACTIVE,10013,DISSOLUTION,02/27/1923,11/08/1991,NEW YORK,domestic,40.7195692,-73.9990423
GREATER EAGLE LAUNDRY SERVICE INC.,ACTIVE,10022,NA,03/01/1923,NA,NEW YORK,domestic,40.7589824,-73.96106569999999
PANDICK INC.,INACTIVE,10014,MERGED OUT,03/03/1923,06/12/1984,NEW YORK,domestic,40.7366138,-74.0094471
BAITINGER ELECTRIC CO. INC.,INACTIVE,10007,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/02/1923,10/28/2009,NEW YORK,domestic,40.7152253,-74.0071897
H. L. PURDY INC.,ACTIVE,10022,NA,03/02/1923,NA,NEW YORK,domestic,40.759306,-73.9742174
ROBIN HILL CORPORATION,ACTIVE,10005,NA,03/05/1923,NA,NEW YORK,domestic,40.7078834,-74.00945519999999
BRENNAN & SLOAN INC.,INACTIVE,10017,DISSOLUTION,03/27/1923,07/07/1982,NEW YORK,domestic,40.7523381,-73.9789555
1040 PARK AVE. CORPORATION,INACTIVE,10003,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/10/1923,06/23/1993,NEW YORK,domestic,40.7366592,-73.9908292
DUNN-PEN MANUFACTURING CORPORATION,ACTIVE,10013,NA,03/12/1923,NA,NEW YORK,domestic,40.7197583,-73.99880999999999
HOFFMAN & MAYER INC.,INACTIVE,10014,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/12/1923,12/29/1982,NEW YORK,domestic,40.741109,-74.0064859
EASTERN WIPING MATERIALS COMPANY INC.,INACTIVE,10031,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/16/1923,03/25/1992,NEW YORK,domestic,40.824342,-73.94891
ADVANCE PAINT CO. INC.,INACTIVE,11101,DISSOLUTION,03/15/1923,08/09/2001,NEW YORK,domestic,40.7453519,-73.935913
BUNGE NORTH AMERICA INC.,ACTIVE,10011,NA,03/16/1923,NA,NEW YORK,domestic,40.7409573,-74.0021187
TILDEN READE & CO. INC.,ACTIVE,11207,NA,03/16/1923,NA,NEW YORK,domestic,40.666738,-73.887601
THE CHAS. A. STRATTON COMPANY,INACTIVE,10002,DISSOLUTION,03/09/1899,05/15/2006,NEW YORK,domestic,40.718437,-73.99409399999999
FLATLANDS MEMORIAL BUILDING ASSOCIATION INC.,ACTIVE,11235,NA,03/10/1923,NA,NEW YORK,domestic,40.5860069,-73.9418603
HARLEM TRADING CORPORATION,ACTIVE,10026,NA,03/19/1923,NA,NEW YORK,domestic,40.79943100000001,-73.95402299999999
AVBRO CORP.,INACTIVE,11001-3103,DISSOLUTION,03/22/1923,07/13/2001,NEW YORK,domestic,40.71917699999999,-73.702038
DOMINICK SALVATO CO. INC.,INACTIVE,10453,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/22/1923,06/23/1993,NEW YORK,domestic,40.8547691,-73.902793
VERIS REALTY CO. INC.,INACTIVE,10010,MERGED OUT,03/23/1923,09/30/1989,NEW YORK,domestic,40.7420207,-73.98992799999999
BAUR BROTHERS INC.,ACTIVE,11210,NA,03/22/1923,NA,NEW YORK,domestic,40.6376637,-73.9547788
CHESTER A. POLING INC.,INACTIVE,10270,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/27/1923,12/29/1999,NEW YORK,domestic,40.7063514,-74.00755889999999
CARON CORPORATION,INACTIVE,10019,DISSOLUTION,03/27/1923,01/23/1989,NEW YORK,domestic,40.761923,-73.9843202
ROBERT F. COLEMAN INC.,INACTIVE,10019,DISSOLUTION,03/28/1923,09/30/1998,NEW YORK,domestic,40.761923,-73.9843202
WASANG REALTY COMPANY INC.,ACTIVE,10013,NA,04/03/1923,NA,NEW YORK,domestic,40.716055,-73.998533
KLIEGL BROS. UNIVERSAL ELECTRIC STAGE LIGHTING CO. INC.,INACTIVE,11101,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/03/1923,06/27/2001,NEW YORK,domestic,40.7406421,-73.93280659999999
DEFIANCE PRINTING CORPORATION,INACTIVE,10454,DISSOLUTION,04/05/1923,06/23/1998,NEW YORK,domestic,40.8049277,-73.91879759999999
620 PARK AVENUE CORPORATION,ACTIVE,10021-8165,NA,04/05/1923,NA,NEW YORK,domestic,40.76316509999999,-73.9678741
BARCLAY ELECTRIC CO. INC.,ACTIVE,10007,NA,04/05/1923,NA,NEW YORK,domestic,40.7122637,-74.0091405
H. E. RIES INC.,ACTIVE,10458,NA,04/06/1923,NA,NEW YORK,domestic,40.859851,-73.886614
KLEIN-BERNSTEIN REALTY CORPORATION,INACTIVE,10037,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/09/1923,09/30/1981,NEW YORK,domestic,40.8171823,-73.9384987
AMITOPIC DISTRIBUTING CO. INC.,ACTIVE,10025,NA,04/09/1923,NA,NEW YORK,domestic,40.798015,-73.962659
NEWATER REALTY CORPORATION,INACTIVE,10001,DISSOLUTION,04/10/1923,11/21/1984,NEW YORK,domestic,40.751269,-73.988621
CAPITAL WOODWORKING COMPANY INC.,ACTIVE,10007,NA,04/12/1923,NA,NEW YORK,domestic,40.714299,-74.0058154
ALBERT PIPE SUPPLY CO. INC.,INACTIVE,11237,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/12/1923,10/28/2009,NEW YORK,domestic,40.7088948,-73.9278969
BOMBAY TRADING CORPORATION,INACTIVE,10011,MERGED OUT,04/13/1923,03/19/2010,NEW YORK,domestic,40.7409573,-74.0021187
511-519 FAILE STREET CO. INC.,ACTIVE,10033,NA,04/13/1923,NA,NEW YORK,domestic,40.77426000000001,-73.945871
